query	hmm_score	hmm_evalue	hmm_profile	mmseq_pident	mmseq_evalue	mmseq_bits	mmseq_target	category
AEMGBJMM_38366				35.4	2.213	20.0	DRAMP00666|len74	mmseq_only
AEMGBJMM_38396				48.0	4.708	21.0	DRAMP29191|len64	mmseq_only
AEMGBJMM_38397				42.8	1.371	21.0	DRAMP31585|len24	mmseq_only
AEMGBJMM_38401				40.0	7.895	19.0	DRAMP02483|len30	mmseq_only
AEMGBJMM_38446				32.0	1.457	22.0	DRAMP00484|len58	mmseq_only
AEMGBJMM_38447				40.7	7.666	20.0	DRAMP00286|len47	mmseq_only
AEMGBJMM_38478				34.4	0.05132	26.0	DRAMP00493|len60	mmseq_only
AEMGBJMM_38491				41.3	0.4009	23.0	DRAMP32475|len32	mmseq_only
AEMGBJMM_38509				34.7	8.353	20.0	DRAMP03630|len53	mmseq_only
AEMGBJMM_38547				33.3	5.585	20.0	DRAMP01875|len37	mmseq_only
AEMGBJMM_38551				44.8	2.673	19.0	DRAMP01686|len30	mmseq_only
AEMGBJMM_38575				53.8	2.03	20.0	DRAMP34390|len26	mmseq_only
AEMGBJMM_38596				38.0	3.857	20.0	DRAMP00216|len47	mmseq_only
AEMGBJMM_38625				50.0	5.364	19.0	DRAMP01959|len33	mmseq_only
AEMGBJMM_38653				31.0	4.277	19.0	DRAMP00496|len63	mmseq_only
AEMGBJMM_38697				44.4	0.5951	22.0	DRAMP01051|len48	mmseq_only
AEMGBJMM_38698				34.6	0.08228	26.0	DRAMP03655|len42	mmseq_only
AEMGBJMM_38721				30.7	0.6969	23.0	DRAMP00486|len51	mmseq_only
AEMGBJMM_38724				35.7	0.3495	22.0	DRAMP02539|len93	mmseq_only
AEMGBJMM_38737				36.3	0.01419	27.0	DRAMP02833|len49	mmseq_only
AEMGBJMM_38738				43.4	0.03151	25.0	DRAMP02338|len60	mmseq_only
AEMGBJMM_38809				32.4	9.104	19.0	DRAMP00520|len61	mmseq_only
AEMGBJMM_38827				30.7	4.32	21.0	DRAMP00546|len63	mmseq_only
AEMGBJMM_38837				53.3	2.548	20.0	DRAMP35257|len37	mmseq_only
AEMGBJMM_38838				34.2	0.113	25.0	DRAMP29094|len36	mmseq_only
AEMGBJMM_38847				36.3	3.38	20.0	DRAMP03578|len32	mmseq_only
AEMGBJMM_38886				37.5	3.7	20.0	DRAMP03107|len40	mmseq_only
AEMGBJMM_38911				36.6	0.3245	23.0	DRAMP03749|len50	mmseq_only
AEMGBJMM_38949				40.0	1.216	22.0	DRAMP34360|len48	mmseq_only
AEMGBJMM_38979				35.7	7.632	19.0	DRAMP02467|len88	mmseq_only
AEMGBJMM_38985				34.3	0.5996	23.0	DRAMP00173|len61	mmseq_only
AEMGBJMM_38991				52.9	0.7101	21.0	DRAMP18201|len55	mmseq_only
AEMGBJMM_39031				40.0	2.869	21.0	DRAMP00513|len48	mmseq_only
AEMGBJMM_39093				39.1	7.666	20.0	DRAMP01493|len46	mmseq_only
AEMGBJMM_39096				50.0	2.433	20.0	DRAMP02253|len28	mmseq_only
AEMGBJMM_39171				30.0	0.5662	22.0	DRAMP00539|len74	mmseq_only
AEMGBJMM_39213				41.1	2.099	21.0	DRAMP02061|len33	mmseq_only
AEMGBJMM_39302				33.3	2.791	21.0	DRAMP00114|len43	mmseq_only
AEMGBJMM_39312				38.4	0.8243	22.0	DRAMP04072|len51	mmseq_only
AEMGBJMM_39367				31.2	3.38	20.0	DRAMP02553|len93	mmseq_only
AEMGBJMM_39393				33.3	2.179	21.0	DRAMP04690|len95	mmseq_only
AEMGBJMM_39404				39.2	5.329	20.0	DRAMP00510|len52	mmseq_only
AEMGBJMM_39427				42.1	0.4298	23.0	DRAMP03798|len32	mmseq_only
AEMGBJMM_39437				56.2	0.3749	23.0	DRAMP30120|len29	mmseq_only
AEMGBJMM_39464				41.0	0.1454	25.0	DRAMP03380|len59	mmseq_only
AEMGBJMM_39469				47.0	8.76	19.0	DRAMP01978|len25	mmseq_only
AEMGBJMM_39470				41.1	4.166	19.0	DRAMP00086|len43	mmseq_only
AEMGBJMM_39482				36.3	6.327	19.0	DRAMP00627|len58	mmseq_only
AEMGBJMM_39495				42.8	9.015	18.0	DRAMP29992|len15	mmseq_only
AEMGBJMM_39558				34.6	1.568	22.0	DRAMP34867|len30	mmseq_only
AEMGBJMM_39584				33.3	9.073	19.0	DRAMP00141|len48	mmseq_only
AEMGBJMM_39585				44.0	4.942	20.0	DRAMP02464|len60	mmseq_only
AEMGBJMM_39601				50.0	2.146	20.0	DRAMP03647|len40	mmseq_only
AEMGBJMM_39615				31.5	3.857	20.0	DRAMP00236|len36	mmseq_only
AEMGBJMM_39626				41.1	6.131	19.0	DRAMP21017|len23	mmseq_only
AEMGBJMM_39630				37.0	5.585	20.0	DRAMP02230|len32	mmseq_only
AEMGBJMM_39634				31.8	1.277	22.0	DRAMP18327|len76	mmseq_only
AEMGBJMM_39637				50.0	0.6491	22.0	DRAMP03489|len43	mmseq_only
AEMGBJMM_39660				45.0	0.7123	21.0	DRAMP04477|len64	mmseq_only
AEMGBJMM_39692				35.7	9.036	19.0	DRAMP03500|len41	mmseq_only
AEMGBJMM_39705				33.3	0.3245	23.0	DRAMP00607|len50	mmseq_only
AEMGBJMM_39730	15.8	0.00024	clu_004_n62					hmm_only
AEMGBJMM_39733				66.6	4.907	19.0	DRAMP33942|len23	mmseq_only
AEMGBJMM_39747				52.9	0.3688	22.0	DRAMP00109|len36	mmseq_only
AEMGBJMM_39748				33.3	3.7	21.0	DRAMP01022|len44	mmseq_only
AEMGBJMM_39830				30.4	1.699	21.0	DRAMP03659|len82	mmseq_only
AEMGBJMM_39847				40.0	4.696	19.0	DRAMP02680|len48	mmseq_only
AEMGBJMM_39860				31.0	7.895	19.0	DRAMP00509|len53	mmseq_only
AEMGBJMM_39865				47.0	2.433	20.0	DRAMP02361|len26	mmseq_only
AEMGBJMM_39866				36.3	3.008	21.0	DRAMP03389|len61	mmseq_only
AEMGBJMM_39872				35.4	5.925	20.0	DRAMP02665|len75	mmseq_only
AEMGBJMM_39885				42.8	3.881	19.0	DRAMP00110|len37	mmseq_only
AEMGBJMM_39948				36.0	1.142	21.0	DRAMP03192|len37	mmseq_only
AEMGBJMM_39994				57.1	9.571	18.0	DRAMP36112|len40	mmseq_only
AEMGBJMM_39999				30.9	8.585	20.0	DRAMP00987|len45	mmseq_only
AEMGBJMM_40007				38.8	9.81	19.0	DRAMP31626|len27	mmseq_only
AEMGBJMM_40013				39.2	2.583	21.0	DRAMP01074|len90	mmseq_only
AEMGBJMM_40014				32.0	1.638	21.0	DRAMP02919|len41	mmseq_only
AEMGBJMM_40019				40.9	5.134	20.0	DRAMP21456|len40	mmseq_only
AEMGBJMM_40032				31.4	0.1219	24.0	DRAMP03303|len86	mmseq_only
AEMGBJMM_40063				50.0	0.408	22.0	DRAMP02443|len29	mmseq_only
AEMGBJMM_40089				55.0	0.14	25.0	DRAMP18316|len31	mmseq_only
AEMGBJMM_40096				45.4	0.5734	21.0	DRAMP01472|len46	mmseq_only
AEMGBJMM_40111				36.5	4.884	19.0	DRAMP03395|len50	mmseq_only
AEMGBJMM_40117				40.9	9.036	19.0	DRAMP01936|len29	mmseq_only
AEMGBJMM_40198				50.0	8.353	20.0	DRAMP02212|len71	mmseq_only
AEMGBJMM_40210				32.5	0.4845	23.0	DRAMP00431|len46	mmseq_only
AEMGBJMM_40215				32.3	0.2156	24.0	DRAMP02523|len94	mmseq_only
AEMGBJMM_40240				35.1	5.089	20.0	DRAMP03392|len46	mmseq_only
AEMGBJMM_40270				50.0	0.1112	23.0	DRAMP36329|len29	mmseq_only
AEMGBJMM_40283				38.8	2.213	20.0	DRAMP00165|len58	mmseq_only
AEMGBJMM_40296				38.4	2.581	21.0	DRAMP02206|len46	mmseq_only
AEMGBJMM_40324				60.0	0.1863	23.0	DRAMP00489|len48	mmseq_only
AEMGBJMM_40329				30.3	1.385	21.0	DRAMP02832|len79	mmseq_only
AEMGBJMM_40342				52.6	1.187	22.0	DRAMP31245|len21	mmseq_only
AEMGBJMM_40369				30.0	4.068	21.0	DRAMP18717|len37	mmseq_only
AEMGBJMM_40416				52.9	0.8243	22.0	DRAMP02863|len42	mmseq_only
AEMGBJMM_40417				40.6	0.06399	26.0	DRAMP04480|len88	mmseq_only
AEMGBJMM_40424				34.7	1.35	21.0	DRAMP00342|len44	mmseq_only
AEMGBJMM_40433				50.0	0.625	22.0	DRAMP02931|len41	mmseq_only
AEMGBJMM_40437				39.1	2.787	20.0	DRAMP00701|len65	mmseq_only
AEMGBJMM_40463				32.0	1.582	21.0	DRAMP29189|len75	mmseq_only
AEMGBJMM_40471				37.2	0.8984	22.0	DRAMP02537|len90	mmseq_only
AEMGBJMM_40479				43.4	2.383	21.0	DRAMP21259|len48	mmseq_only
AEMGBJMM_40511				38.0	3.538	20.0	DRAMP18589|len41	mmseq_only
AEMGBJMM_40538				30.0	6.621	20.0	DRAMP01878|len37	mmseq_only
AEMGBJMM_40572				40.0	0.2243	23.0	DRAMP00486|len51	mmseq_only
AEMGBJMM_40603				33.3	4.036	20.0	DRAMP02209|len66	mmseq_only
AEMGBJMM_40624				40.0	0.06116	25.0	DRAMP00599|len58	mmseq_only
AEMGBJMM_40629				45.4	0.246	23.0	DRAMP29978|len29	mmseq_only
AEMGBJMM_40669				45.4	6.46	18.0	DRAMP03948|len19	mmseq_only
AEMGBJMM_40702				42.3	0.4845	23.0	DRAMP00718|len74	mmseq_only
AEMGBJMM_40707				34.4	5.418	20.0	DRAMP04474|len36	mmseq_only
AEMGBJMM_40747				35.7	0.4343	23.0	DRAMP03559|len77	mmseq_only
AEMGBJMM_40781				50.0	9.454	19.0	DRAMP04655|len29	mmseq_only
AEMGBJMM_40798				39.1	6.131	19.0	DRAMP03429|len48	mmseq_only
AEMGBJMM_40805				40.7	0.1454	25.0	DRAMP03433|len45	mmseq_only
AEMGBJMM_40831				45.0	2.791	21.0	DRAMP18270|len43	mmseq_only
AEMGBJMM_40852				47.6	2.433	20.0	DRAMP31633|len29	mmseq_only
AEMGBJMM_40854				31.2	0.1548	24.0	DRAMP18334|len44	mmseq_only
AEMGBJMM_40867	13.0	0.0013	clu_063_n15					hmm_only
AEMGBJMM_40882				34.7	1.35	21.0	DRAMP03442|len67	mmseq_only
AEMGBJMM_40904				33.3	3.244	21.0	DRAMP32670|len41	mmseq_only
AEMGBJMM_40959				34.7	0.9763	22.0	DRAMP00734|len72	mmseq_only
AEMGBJMM_40968				34.4	4.942	20.0	DRAMP00600|len49	mmseq_only
AEMGBJMM_40976				40.0	0.7964	22.0	DRAMP31626|len27	mmseq_only
AEMGBJMM_40994				42.8	0.3139	22.0	DRAMP03660|len46	mmseq_only
AEMGBJMM_40999				55.0	1.244	21.0	DRAMP01495|len46	mmseq_only
AEMGBJMM_41014				57.1	0.8819	21.0	DRAMP00176|len43	mmseq_only
AEMGBJMM_41020				37.5	3.435	20.0	DRAMP01503|len46	mmseq_only
AEMGBJMM_41029				44.4	5.949	19.0	DRAMP02807|len33	mmseq_only
AEMGBJMM_41033				42.8	2.433	20.0	DRAMP02338|len60	mmseq_only
AEMGBJMM_41037				45.0	4.569	20.0	DRAMP02793|len44	mmseq_only
AEMGBJMM_41070				40.9	9.62	19.0	DRAMP00419|len50	mmseq_only
AEMGBJMM_41081				52.9	1.628	20.0	DRAMP03500|len41	mmseq_only
AEMGBJMM_41085				41.6	6.806	19.0	DRAMP00166|len58	mmseq_only
AEMGBJMM_41095				39.1	0.3401	23.0	DRAMP04497|len66	mmseq_only
AEMGBJMM_41120				53.3	2.108	20.0	DRAMP00126|len33	mmseq_only
AEMGBJMM_41141				41.1	0.9987	21.0	DRAMP30927|len18	mmseq_only
AEMGBJMM_41147				31.0	1.517	21.0	DRAMP04712|len45	mmseq_only
AEMGBJMM_41168				38.4	8.353	20.0	DRAMP03242|len69	mmseq_only
AEMGBJMM_41176				36.8	0.7101	21.0	DRAMP02833|len49	mmseq_only
AEMGBJMM_41180				42.3	2.266	20.0	DRAMP02920|len63	mmseq_only
AEMGBJMM_41202				50.0	0.4602	22.0	DRAMP02141|len25	mmseq_only
AEMGBJMM_41255				32.3	1.385	21.0	DRAMP00590|len65	mmseq_only
AEMGBJMM_41279				40.9	2.224	21.0	DRAMP03668|len63	mmseq_only
AEMGBJMM_41283				41.3	5.329	20.0	DRAMP03701|len30	mmseq_only
AEMGBJMM_41289				34.4	9.104	19.0	DRAMP02875|len76	mmseq_only
AEMGBJMM_41290				50.0	8.422	19.0	DRAMP18334|len44	mmseq_only
AEMGBJMM_41309				43.4	8.09	19.0	DRAMP00548|len59	mmseq_only
AEMGBJMM_41316				33.3	0.6232	23.0	DRAMP36097|len39	mmseq_only
AEMGBJMM_41321				53.8	3.329	19.0	DRAMP21303|len23	mmseq_only
AEMGBJMM_41357				39.1	1.518	22.0	DRAMP03691|len56	mmseq_only
AEMGBJMM_41370				48.3	1.1	22.0	DRAMP00198|len60	mmseq_only
AEMGBJMM_41424				45.0	4.754	20.0	DRAMP01505|len37	mmseq_only
AEMGBJMM_41458				52.9	2.383	21.0	DRAMP02458|len49	mmseq_only
AEMGBJMM_41462				44.0	8.76	19.0	DRAMP02464|len60	mmseq_only
AEMGBJMM_41472				30.0	9.484	19.0	DRAMP03730|len76	mmseq_only
AEMGBJMM_41474				38.7	4.913	19.0	DRAMP02564|len87	mmseq_only
AEMGBJMM_41481				55.0	6.352	20.0	DRAMP04636|len27	mmseq_only
AEMGBJMM_41508				53.8	2.519	20.0	DRAMP01995|len33	mmseq_only
AEMGBJMM_41513				36.3	0.8929	22.0	DRAMP00105|len40	mmseq_only
AEMGBJMM_41523				52.9	3.167	20.0	DRAMP03511|len35	mmseq_only
AEMGBJMM_41560				33.3	3.7	21.0	DRAMP00690|len69	mmseq_only
AEMGBJMM_41623				55.5	8.554	18.0	DRAMP03965|len20	mmseq_only
AEMGBJMM_41657				31.8	7.097	19.0	DRAMP04479|len62	mmseq_only
AEMGBJMM_41660				41.1	6.85	18.0	DRAMP04346|len19	mmseq_only
AEMGBJMM_41667				50.0	0.4689	23.0	DRAMP33894|len23	mmseq_only
AEMGBJMM_41714				30.0	8.76	19.0	DRAMP03618|len61	mmseq_only
AEMGBJMM_41727				37.8	2.391	20.0	DRAMP00064|len48	mmseq_only
AEMGBJMM_41744				36.3	0.8929	22.0	DRAMP00666|len74	mmseq_only
AEMGBJMM_41766				50.0	7.673	18.0	DRAMP29091|len25	mmseq_only
AEMGBJMM_41793				47.6	6.836	19.0	DRAMP00068|len51	mmseq_only
AEMGBJMM_41797				53.3	5.949	19.0	DRAMP32912|len23	mmseq_only
AEMGBJMM_41817	11.8	0.0022	clu_187_n7					hmm_only
AEMGBJMM_41827				38.0	6.352	20.0	DRAMP00447|len46	mmseq_only
AEMGBJMM_41846				41.6	6.141	20.0	DRAMP03118|len35	mmseq_only
AEMGBJMM_41855				56.2	1.108	21.0	DRAMP01088|len23	mmseq_only
AEMGBJMM_41859				33.3	6.234	19.0	DRAMP02562|len85	mmseq_only
AEMGBJMM_41877				47.3	4.003	20.0	DRAMP21414|len35	mmseq_only
AEMGBJMM_41888				43.7	8.278	19.0	DRAMP00188|len44	mmseq_only
AEMGBJMM_41978				32.1	0.3104	23.0	DRAMP04706|len43	mmseq_only
AEMGBJMM_41997				53.8	6.806	19.0	DRAMP03645|len32	mmseq_only
AEMGBJMM_42002				31.0	0.7225	23.0	DRAMP04447|len83	mmseq_only
AEMGBJMM_42062				55.5	2.787	20.0	DRAMP02323|len24	mmseq_only
AEMGBJMM_42081				44.4	0.21	24.0	DRAMP31741|len22	mmseq_only
AEMGBJMM_42093				40.0	5.754	20.0	DRAMP03375|len50	mmseq_only
AEMGBJMM_42097				43.4	0.9265	22.0	DRAMP00661|len53	mmseq_only
AEMGBJMM_42107				40.9	1.371	21.0	DRAMP00170|len60	mmseq_only
AEMGBJMM_42118				45.0	2.179	21.0	DRAMP30348|len28	mmseq_only
AEMGBJMM_42162				50.0	1.038	21.0	DRAMP02735|len43	mmseq_only
AEMGBJMM_42179				42.4	0.0328	27.0	DRAMP00197|len74	mmseq_only
AEMGBJMM_42184				41.6	3.226	20.0	DRAMP18328|len61	mmseq_only
AEMGBJMM_42185				31.8	2.899	21.0	DRAMP03243|len69	mmseq_only
AEMGBJMM_42186				47.0	9.904	19.0	DRAMP29978|len29	mmseq_only
AEMGBJMM_42207				39.1	5.585	20.0	DRAMP00100|len37	mmseq_only
AEMGBJMM_42216				43.4	4.611	20.0	DRAMP02781|len74	mmseq_only
AEMGBJMM_42224				37.5	8.748	19.0	DRAMP30010|len24	mmseq_only
AEMGBJMM_42306				38.0	5.528	20.0	DRAMP20771|len59	mmseq_only
AEMGBJMM_42309				42.1	3.866	20.0	DRAMP00556|len57	mmseq_only
AEMGBJMM_42322				37.9	0.8418	21.0	DRAMP00457|len47	mmseq_only
AEMGBJMM_42342				30.0	8.09	19.0	DRAMP01408|len63	mmseq_only
AEMGBJMM_42344				50.0	1.092	21.0	DRAMP21265|len16	mmseq_only
AEMGBJMM_42348				41.9	0.5166	23.0	DRAMP00439|len47	mmseq_only
AEMGBJMM_42371				50.0	4.484	19.0	DRAMP04482|len67	mmseq_only
AEMGBJMM_42375				34.6	9.484	19.0	DRAMP31101|len52	mmseq_only
AEMGBJMM_42379				40.0	0.3077	24.0	DRAMP02551|len95	mmseq_only
AEMGBJMM_42401				47.6	6.234	19.0	DRAMP02961|len37	mmseq_only
AEMGBJMM_42498				37.5	8.748	19.0	DRAMP01115|len27	mmseq_only
AEMGBJMM_42505				36.8	5.934	20.0	DRAMP03436|len62	mmseq_only
AEMGBJMM_42533				33.3	6.526	19.0	DRAMP03656|len41	mmseq_only
AEMGBJMM_42582				38.4	0.04363	25.0	DRAMP00718|len74	mmseq_only
AEMGBJMM_42585				38.4	0.4492	23.0	DRAMP30273|len36	mmseq_only
AEMGBJMM_42592				34.4	8.122	20.0	DRAMP02565|len93	mmseq_only
AEMGBJMM_42618				39.3	0.04172	25.0	DRAMP00236|len36	mmseq_only
AEMGBJMM_42667				45.0	0.8609	22.0	DRAMP01239|len31	mmseq_only
AEMGBJMM_42678				53.8	4.397	19.0	DRAMP03471|len43	mmseq_only
AEMGBJMM_42680				31.0	0.7101	21.0	DRAMP02545|len94	mmseq_only
AEMGBJMM_42700				37.5	9.77	20.0	DRAMP00166|len58	mmseq_only
AEMGBJMM_42758				35.4	2.286	21.0	DRAMP02545|len94	mmseq_only
AEMGBJMM_42789				46.4	0.06533	25.0	DRAMP03289|len50	mmseq_only
AEMGBJMM_42832				39.1	5.585	20.0	DRAMP00569|len51	mmseq_only
AEMGBJMM_42834				45.0	5.836	19.0	DRAMP03073|len40	mmseq_only
AEMGBJMM_42846				47.0	7.522	19.0	DRAMP00441|len49	mmseq_only
AEMGBJMM_42887				50.0	2.428	21.0	DRAMP02583|len61	mmseq_only
AEMGBJMM_42898				38.2	5.598	19.0	DRAMP18326|len36	mmseq_only
AEMGBJMM_42915				37.1	0.6218	22.0	DRAMP03403|len81	mmseq_only
AEMGBJMM_42921				42.8	3.881	19.0	DRAMP02941|len44	mmseq_only
AEMGBJMM_42948				41.6	1.178	22.0	DRAMP00535|len64	mmseq_only
AEMGBJMM_42982				38.8	0.274	24.0	DRAMP00685|len68	mmseq_only
AEMGBJMM_42990				42.8	2.126	19.0	DRAMP18256|len39	mmseq_only
AEMGBJMM_42996				44.0	0.05223	26.0	DRAMP01502|len46	mmseq_only
AEMGBJMM_43023				38.8	0.09947	24.0	DRAMP03099|len23	mmseq_only
AEMGBJMM_43032				42.3	0.2706	23.0	DRAMP03216|len30	mmseq_only
AEMGBJMM_43044				36.8	0.4127	22.0	DRAMP30488|len36	mmseq_only
AEMGBJMM_43086				37.5	5.598	19.0	DRAMP33213|len22	mmseq_only
AEMGBJMM_43089				42.8	2.513	21.0	DRAMP03378|len42	mmseq_only
AEMGBJMM_43118				41.0	0.2761	24.0	DRAMP01486|len46	mmseq_only
AEMGBJMM_43151				57.1	5.723	18.0	DRAMP35271|len17	mmseq_only
AEMGBJMM_43168				41.9	0.8984	22.0	DRAMP00669|len69	mmseq_only
AEMGBJMM_43201				50.0	2.099	21.0	DRAMP29273|len18	mmseq_only
AEMGBJMM_43205				33.3	2.364	21.0	DRAMP02406|len99	mmseq_only
AEMGBJMM_43206				38.0	1.017	22.0	DRAMP30442|len36	mmseq_only
AEMGBJMM_43235				32.0	7.906	19.0	DRAMP03601|len42	mmseq_only
AEMGBJMM_43247				42.1	1.192	21.0	DRAMP00668|len61	mmseq_only
AEMGBJMM_43259				37.9	0.7475	21.0	DRAMP04676|len75	mmseq_only
AEMGBJMM_43278				40.9	5.754	20.0	DRAMP30009|len35	mmseq_only
AEMGBJMM_43297				33.3	9.326	19.0	DRAMP01024|len90	mmseq_only
AEMGBJMM_43351				57.1	5.197	19.0	DRAMP01775|len15	mmseq_only
AEMGBJMM_43362				41.1	8.278	19.0	DRAMP01115|len27	mmseq_only
AEMGBJMM_43367				50.0	0.1048	24.0	DRAMP33947|len23	mmseq_only
AEMGBJMM_43382				53.8	5.809	19.0	DRAMP30275|len36	mmseq_only
AEMGBJMM_43421				32.5	9.81	19.0	DRAMP03600|len50	mmseq_only
AEMGBJMM_43433				36.6	1.519	21.0	DRAMP03633|len93	mmseq_only
AEMGBJMM_43464				31.0	1.35	21.0	DRAMP00482|len60	mmseq_only
AEMGBJMM_43469				47.0	0.754	22.0	DRAMP00569|len51	mmseq_only
AEMGBJMM_43480				41.1	0.8984	22.0	DRAMP01457|len46	mmseq_only
AEMGBJMM_43492				36.6	2.482	21.0	DRAMP18659|len32	mmseq_only
AEMGBJMM_43530				45.0	0.2278	24.0	DRAMP02808|len40	mmseq_only
AEMGBJMM_43548				41.1	9.073	19.0	DRAMP02351|len19	mmseq_only
AEMGBJMM_43577	14.7	0.00041	clu_041_n21	52.3	0.016	27.0	DRAMP20898|len25	both
AEMGBJMM_43578				34.6	3.834	21.0	DRAMP00760|len45	mmseq_only
AEMGBJMM_43610				39.2	0.3539	23.0	DRAMP00459|len47	mmseq_only
AEMGBJMM_43617				38.8	0.1175	23.0	DRAMP02526|len95	mmseq_only
AEMGBJMM_43619				42.1	4.388	20.0	DRAMP20894|len25	mmseq_only
AEMGBJMM_43626				30.0	8.671	19.0	DRAMP02528|len94	mmseq_only
AEMGBJMM_43650				40.0	5.498	19.0	DRAMP01584|len25	mmseq_only
AEMGBJMM_43674				60.0	4.725	18.0	DRAMP32830|len24	mmseq_only
AEMGBJMM_43680				43.4	1.638	21.0	DRAMP01049|len51	mmseq_only
AEMGBJMM_43730				41.9	0.05552	26.0	DRAMP03561|len77	mmseq_only
AEMGBJMM_43764				44.0	1.699	21.0	DRAMP00069|len50	mmseq_only
AEMGBJMM_43772				53.3	4.884	19.0	DRAMP35678|len20	mmseq_only
AEMGBJMM_43773				33.3	1.449	21.0	DRAMP04675|len60	mmseq_only
AEMGBJMM_43783				35.0	3.866	20.0	DRAMP00726|len66	mmseq_only
AEMGBJMM_43792				42.1	0.1855	22.0	DRAMP03532|len42	mmseq_only
AEMGBJMM_43816				42.2	5.057e-05	35.0	DRAMP00263|len56	mmseq_only
AEMGBJMM_43897				40.0	9.484	19.0	DRAMP03381|len46	mmseq_only
AEMGBJMM_43968				33.3	6.825	19.0	DRAMP33029|len18	mmseq_only
AEMGBJMM_43970				33.3	0.339	23.0	DRAMP02655|len87	mmseq_only
AEMGBJMM_44020				44.4	0.05063	25.0	DRAMP34732|len19	mmseq_only
AEMGBJMM_44037				34.6	0.2261	23.0	DRAMP03162|len40	mmseq_only
AEMGBJMM_44054				32.1	1.253	20.0	DRAMP02534|len91	mmseq_only
AEMGBJMM_44081				44.4	6.526	19.0	DRAMP01683|len30	mmseq_only
AEMGBJMM_44131				45.8	1.718	20.0	DRAMP00134|len34	mmseq_only
AEMGBJMM_44161				40.0	5.139	19.0	DRAMP35487|len19	mmseq_only
AEMGBJMM_44174				35.0	7.159	19.0	DRAMP00465|len57	mmseq_only
AEMGBJMM_44206				40.0	4.611	20.0	DRAMP03699|len66	mmseq_only
AEMGBJMM_44232				32.0	0.6218	22.0	DRAMP00022|len30	mmseq_only
AEMGBJMM_44236				40.0	2.433	20.0	DRAMP00146|len45	mmseq_only
AEMGBJMM_44247				40.0	0.09763	25.0	DRAMP02427|len37	mmseq_only
AEMGBJMM_44272				45.0	0.4343	23.0	DRAMP00161|len43	mmseq_only
AEMGBJMM_44295				34.0	3.008	21.0	DRAMP00696|len95	mmseq_only
AEMGBJMM_44301				40.6	5.402	19.0	DRAMP03412|len71	mmseq_only
AEMGBJMM_44337				39.2	0.4895	23.0	DRAMP02529|len92	mmseq_only
AEMGBJMM_44364				38.0	3.573	20.0	DRAMP18271|len64	mmseq_only
AEMGBJMM_44439				45.4	4.928	20.0	DRAMP02680|len48	mmseq_only
AEMGBJMM_44505	17.8	3.5e-05	clu_084_n13					hmm_only
AEMGBJMM_44534				41.3	4.036	20.0	DRAMP01933|len33	mmseq_only
AEMGBJMM_44541				34.7	6.579	19.0	DRAMP04433|len42	mmseq_only
AEMGBJMM_44544				38.4	0.5383	22.0	DRAMP02952|len80	mmseq_only
AEMGBJMM_44545				33.3	0.169	23.0	DRAMP03472|len74	mmseq_only
AEMGBJMM_44550				39.2	0.341	23.0	DRAMP03439|len83	mmseq_only
AEMGBJMM_44552				42.1	2.009	21.0	DRAMP04084|len39	mmseq_only
AEMGBJMM_44567				39.1	1.017	22.0	DRAMP20900|len25	mmseq_only
AEMGBJMM_44608				36.8	3.156	19.0	DRAMP03347|len35	mmseq_only
AEMGBJMM_44643	13.3	0.0014	clu_015_n30					hmm_only
AEMGBJMM_44649				50.0	1.943	21.0	DRAMP00178|len44	mmseq_only
AEMGBJMM_44740				50.0	9.454	19.0	DRAMP01431|len21	mmseq_only
AEMGBJMM_44743				45.4	1.519	21.0	DRAMP03764|len50	mmseq_only
AEMGBJMM_44760				47.0	1.907	20.0	DRAMP00419|len50	mmseq_only
AEMGBJMM_44774				52.6	0.08462	25.0	DRAMP02130|len27	mmseq_only
AEMGBJMM_44811				34.7	5.402	19.0	DRAMP04520|len76	mmseq_only
AEMGBJMM_44821				31.8	2.583	21.0	DRAMP04657|len28	mmseq_only
AEMGBJMM_44863				34.4	2.436	21.0	DRAMP00721|len57	mmseq_only
AEMGBJMM_44868				42.1	0.5196	22.0	DRAMP03216|len30	mmseq_only
AEMGBJMM_44873				56.2	0.6876	22.0	DRAMP18396|len22	mmseq_only
AEMGBJMM_44897				42.8	5.139	19.0	DRAMP01108|len27	mmseq_only
AEMGBJMM_44909				64.7	3.038	20.0	DRAMP02438|len26	mmseq_only
AEMGBJMM_44910				33.3	7.442	20.0	DRAMP00692|len63	mmseq_only
AEMGBJMM_44922				58.3	1.458	20.0	DRAMP00131|len35	mmseq_only
AEMGBJMM_44951				40.9	9.81	19.0	DRAMP00236|len36	mmseq_only
AEMGBJMM_44989				56.2	4.637	19.0	DRAMP04652|len27	mmseq_only
AEMGBJMM_45000				43.7	5.364	19.0	DRAMP04255|len36	mmseq_only
AEMGBJMM_45001				36.3	6.806	19.0	DRAMP02946|len65	mmseq_only
AEMGBJMM_45059	10.7	0.0072	clu_212_n6					hmm_only
AEMGBJMM_45075				37.9	0.01664	27.0	DRAMP03452|len87	mmseq_only
AEMGBJMM_45076				35.4	9.292	20.0	DRAMP00683|len73	mmseq_only
AEMGBJMM_45084				35.7	0.6558	22.0	DRAMP02267|len66	mmseq_only
AEMGBJMM_45090	13.5	0.0012	clu_004_n62					hmm_only
AEMGBJMM_45151				35.0	5.836	19.0	DRAMP34345|len45	mmseq_only
